#TAK ADSB IDs RUSSIA Military
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator"

"1533e0","a-a-A-M-F-C-H","RA-78816","IL-76MD","Russian Air Force"
"1533e1","a-a-A-M-F-C-H","RA-78817","IL-76MD","Russian Air Force"
"1533e2","a-a-A-M-F-C-H","RA-78818","IL-76MD","Russian Air Force"
"1533e8","a-a-A-M-F-K","RA-78824","IL-78","Russian Air Force"
"1533ee","a-a-A-M-F-C-H","RA-78830","IL-76MD","Russian Air Force"
"1533ef","a-a-A-M-F-C-H","RA-78831","IL-76MD","Russian Air Force"
"1533f1","a-a-A-M-F-C-H","RF-78833","IL-76MD","Russian Air Force"
"1533f2","a-a-A-M-F-C-H","RA-78834","IL-76MD","Russian Air Force"
"1533f3","a-a-A-M-F-C-H","RA-78835","IL-76MD","Russian Air Force"
"1533f6","a-a-A-M-F-C-H","RA-78838","IL-76MD","Russian Air Force"
"1533f8","a-a-A-M-F-C-H","RA-78840","IL-76MD","Russian Air Force"
"1533fa","a-a-A-M-F-C-H","RA-78842","IL-76MD","Russian Air Force"
"1533fc","a-a-A-M-F-C-H","RA-78844","IL-76MD","Russian Air Force"
"1533fd","a-a-A-M-F-C-H","RA-78845","IL-76MD","Russian Air Force"
"1533ff","a-a-A-M-F-C-H","RA-78847","IL-76MD","Russian Air Force"
"153402","a-a-A-M-F-C-H","RA-78850","IL-76MD","Russian Air Force"
"153406","a-a-A-M-F-C-H","RA-78854","IL-76MD","Russian Air Force"
"15405a","a-a-A-M-F-C-H","RA-82010","An-124 100","Russian Air Force"
"15405d","a-a-A-M-F-C-H","RA-82013","An-124 100","Russian Air Force"
"15405e","a-a-A-M-F-C-H","RA-82014","An-124 100","Russian Air Force"
"15406c","a-a-A-M-F-C-H","RA-82028","An-124 100","Russian Air Force"
"15406e","a-a-A-M-F-C-H","RA-82030","An-124 100","Russian Air Force"
"154070","a-a-A-M-F-C-H","RF-82032","An-124 100","Russian Air Force"
"154073","a-a-A-M-F-C-H","RA-82035","An-124","Russian Air Force"
"154075","a-a-A-M-F-C-H","RA-82037","An-124","Russian Air Force"
"154076","a-a-A-M-F-C-H","RA-82038","An-124 100","Russian Air Force"
"154077","a-a-A-M-F-C-H","RA-82039","An-124 100","Russian Air Force"
"154078","a-a-A-M-F-C-H","RA-82040","An-124","Russian Air Force"
"154079","a-a-A-M-F-C-H","RF-82041","An-124 100","Russian Air Force"
"154c31","a-a-A-M-F-C-H","RA-85041","Tu-154M","Russian Air Force"
"154c32","a-a-A-M-F-C-M","RA-85042","Tu-154M","Russian Air Force"
"154ca3","a-a-A-M-F-C-M","RA-85155","Tu-154M","Russian Air Force"
"154d70","a-a-A-M-F-C-M","RA-85360","Tu-154B2","Russian Air Force"
"154db2","a-a-A-M-F-C-M","RA-85426","Tu-154B2","Russian Air Force"
"154dc6","a-a-A-M-F-C-M","RA-85446","Tu-154B2","Russian Air Force"
"154e1e","a-a-A-M-F-C-M","RA-85534","Tu-154B2","Russian Air Force"
"154e32","a-a-A-M-F-C-M","RA-85554","Tu-154B2","Russian Air Force"
"154e33","a-a-A-M-F-C-M","RA-85555","Tu-154B2","Russian Air Force"
"154e37","a-a-A-M-F-C-M","RA-85559","Tu-154B2","Russian Air Force"
"154e3b","a-a-A-M-F-C-M","RA-85563","Tu-154B2","Russian Air Force"
"154e3d","a-a-A-M-F-C-M","RA-85565","Tu-154B2","Russian Air Force"
"154e43","a-a-A-M-F-C-M","RA-85571","Tu-154B2","Russian Air Force"
"154e52","a-a-A-M-F-C-M","RA-85586","Tu-154B2","Russian Air Force"
"154e5a","a-a-A-M-F-C-M","RA-85594","Tu-154B2","Russian Air Force"
"154e65","a-a-A-M-F-C-M","RA-85605","Tu-154B2","Russian Air Force"
"154e6e","a-a-A-M-F-C-M","RF-85855","Tu-154M","Russian Navy"
"154e70","a-a-A-M-F-C-M","RF-85856","Tu-154M","Russian Navy"
"155082","a-a-A-M-F-D","RA-86146","IL-86VKP","Russian Air Force"
"155083","a-a-A-M-F-D","RF-93645","IL-86VKP","Russian Air Force"
"155084","a-a-A-M-F-D","RF-93642","IL-86VKP","Russian Air Force"
"155085","a-a-A-M-F-D","RA-86149","IL-86VKP","Russian Air Force"
"1551df","a-a-A-M-F-C-M","RA-86495","IL-62M","Russian Air Force"
"1551e0","a-a-A-M-F-C-M","RA-86496","IL-62M","Russian Air Force"
"15520a","a-a-A-M-F-C-M","RA-86538","IL-62M","Russian Air Force"
"15520b","a-a-A-M-F-C-M","RA-86539","IL-62M","Russian Air Force"
"15521b","a-a-A-M-F-C-M","RA-86555","IL-62M","Russian Air Force"
"155221","a-a-A-M-F-C-M","RA-86561","IL-62M","Russian Air Force"
