#TAK ADSB IDs DEUY Military
#Copyright 2021 Stefan Gofferje
#License: CC-BY-SA 4.0
#Format:
#"hexid","CoT type","registration","type","operator"

"3faa34","a-f-A-M-H-C-H","84+52","CH-53G","DEU AF"
"3faa35","a-f-A-M-H-C-H","84+53","CH-53G","DEU AF"
"3faa36","a-f-A-M-H-C-H","84+54","CH-53G","DEU AF"
"3faa39","a-f-A-M-H-C-H","84+57","CH-53G","DEU AF"
"3faa3a","a-f-A-M-H-C-H","84+58","CH-53G","DEU AF"
"3faa3b","a-f-A-M-H-C-H","84+59","CH-53G","DEU AF"
"3faa3c","a-f-A-M-H-C-H","84+60","CH-53G","DEU AF"
"3faa3e","a-f-A-M-H-C-H","84+62","CH-53G","DEU AF"
"3faa3f","a-f-A-M-H-C-H","84+63","CH-53G","DEU AF"
"3faa40","a-f-A-M-H-C-H","84+64","CH-53G","DEU AF"
"3faa41","a-f-A-M-H-C-H","84+65","CH-53G","DEU AF"
"3faa42","a-f-A-M-H-C-H","84+66","CH-53G","DEU AF"
"3faa43","a-f-A-M-H-C-H","84+67","CH-53G","DEU AF"
"3faa44","a-f-A-M-H-C-H","84+68","CH-53G","DEU AF"
"3faa47","a-f-A-M-H-C-H","84+71","CH-53G","DEU AF"
"3faa48","a-f-A-M-H-C-H","84+72","CH-53G","DEU AF"
"3faa49","a-f-A-M-H-C-H","84+73","CH-53G","DEU AF"
"3faa4a","a-f-A-M-H-C-H","84+74","CH-53G","DEU AF"
"3faa4b","a-f-A-M-H-C-H","84+75","CH-53G","DEU AF"
"3faa4c","a-f-A-M-H-C-H","84+76","CH-53G","DEU AF"
"3faa4f","a-f-A-M-H-C-H","84+79","CH-53G","DEU AF"
"3FAA50","a-f-A-M-H-C-H","84+80","CH-53G","DEU AF"
"3faa52","a-f-A-M-H-C-H","84+82","CH-53G","DEU AF"
"3faa54","a-f-A-M-H-C-H","84+84","CH-53G","DEU AF"
"3faa55","a-f-A-M-H-C-H","84+85","CH-53G","DEU AF"
"3faa56","a-f-A-M-H-C-H","84+86","CH-53G","DEU AF"
"3faa57","a-f-A-M-H-C-H","84+87","CH-53G","DEU AF"
"3faa58","a-f-A-M-H-C-H","84+88","CH-53G","DEU AF"
"3faa59","a-f-A-M-H-C-H","84+89","CH-53G","DEU AF"
"3faa5a","a-f-A-M-H-C-H","84+90","CH-53G","DEU AF"
"3faa5b","a-f-A-M-H-C-H","84+91","CH-53G","DEU AF"
"3faa5c","a-f-A-M-H-C-H","84+92","CH-53G","DEU AF"
"3faa5e","a-f-A-M-H-C-H","84+94","CH-53G","DEU AF"
"3faa5f","a-f-A-M-H-C-H","84+95","CH-53G","DEU AF"
"3faa60","a-f-A-M-H-C-H","84+96","CH-53G","DEU AF"
"3faa61","a-f-A-M-H-C-H","84+97","CH-53G","DEU AF"
"3faa62","a-f-A-M-H-C-H","84+98","CH-53G","DEU AF"
"3faa63","a-f-A-M-H-C-H","84+99","CH-53G","DEU AF"
"3faa80","a-f-A-M-H-C-H","85+00","CH-53G","DEU AF"
"3faa81","a-f-A-M-H-C-H","85+01","CH-53G","DEU AF"
"3faa82","a-f-A-M-H-C-H","85+02","CH-53G","DEU AF"
"3faa83","a-f-A-M-H-C-H","85+03","CH-53G","DEU AF"
"3faa84","a-f-A-M-H-C-H","85+04","CH-53G","DEU AF"
"3faa85","a-f-A-M-H-C-H","85+05","CH-53G","DEU AF"
"3faa86","a-f-A-M-H-C-H","85+06","CH-53G","DEU AF"
"3faa87","a-f-A-M-H-C-H","85+07","CH-53G","DEU AF"
"3faa88","a-f-A-M-H-C-H","85+08","CH-53G","DEU AF"
"3faa8a","a-f-A-M-H-C-H","85+10","CH-53G","DEU AF"
"3faa8c","a-f-A-M-H-C-H","85+12","CH-53G","DEU AF"
"3faac0","a-f-A-M-F-F","98+59","Tornado IDS","DEU AF"
"3FAB01","a-f-A-M-H-U-L","86+01","BO105","DEU A"
"3fab19","a-f-A-M-H-U-L","86+25","BO105","DEU A"
"3fab1f","a-f-A-M-H-U-L","86+31","BO105","DEU A"
"3FAB21","a-f-A-M-H-U-L","86+33","BO105","DEU A"
"3fab22","a-f-A-M-H-U-L","86+34","BO105","DEU A"
"3FAB27","a-f-A-M-H-U-L","86+39","BO105","DEU A"
"3FAB2D","a-f-A-M-H-U-L","86+45","BO105","DEU A"
"3fab38","a-f-A-M-H-U-L","86+56","BO105","DEU A"
"3fab3e","a-f-A-M-H-U-L","86+62","BO105","DEU A"
"3FAB49","a-f-A-M-H-U-L","86+73","BO105","DEU A"
"3fab57","a-f-A-M-H-U-L","86+87","BO105","DEU A"
"3fab65","a-f-A-M-H-U-L","87+01","BO105","DEU A"
"3FAB76","a-f-A-M-H-C-M","79+17","NH-90","DEU A"
"3FAB90","a-f-A-M-H-U-L","87+16","BO105","DEU A"
"3fab93","a-f-A-M-H-C-M","78+36","NH-90","DEU A"
"3fabb4","a-f-A-M-H-U-L","87+52","BO105","DEU A"
"3FABBC","a-f-A-M-H-U-L","87+60","BO105","DEU A"
"3fabbe","a-f-A-M-H-U-L","87+62","BO105","DEU A"
"3fabc7","a-f-A-M-H-U-L","87+71","BO105","DEU A"
"3fabc8","a-f-A-M-H-U-L","87+72","BO105","DEU A"
"3fabc9","a-f-A-M-H-U-L","87+73","BO105","DEU A"
"3fabce","a-f-A-M-H-U-L","87+78","BO105","DEU A"
"3fac0a","a-f-A-M-H-U-L","88+10","BO105","DEU A"
"3fac62","a-f-A-M-F-F","30+56","EF-2000","DEU AF"
"3FAC78","a-f-A-M-F-F","31+06","EF-2000","DEU AF"
"3fac9e","a-f-A-M-F-F","45+88","Tornado IDS","DEU AF"
"3FACB2","a-f-A-M-H-U-M","89+50","Sea King","DEU N"
"3FACB3","a-f-A-M-H-U-M","89+51","Sea King","DEU N"
"3FACB4","a-f-A-M-H-U-M","89+52","Sea King","DEU N"
"3FACB5","a-f-A-M-H-U-M","89+53","Sea King","DEU N"
"3FACB6","a-f-A-M-H-U-M","89+54","Sea King","DEU N"
"3facb7","a-f-A-M-H-U-M","89+55","Sea King","DEU N"
"3facb8","a-f-A-M-H-U-M","89+56","Sea King","DEU N"
"3FACB9","a-f-A-M-H-U-M","89+57","Sea King","DEU N"
"3FACBA","a-f-A-M-H-U-M","89+58","Sea King","DEU N"
"3facbc","a-f-A-M-H-U-M","89+60","Sea King","DEU N"
"3facbd","a-f-A-M-H-U-M","89+61","Sea King","DEU N"
"3facbe","a-f-A-M-H-U-M","89+62","Sea King","DEU N"
"3facbf","a-f-A-M-H-U-M","89+63","Sea King","DEU N"
"3facc0","a-f-A-M-H-U-M","89+64","Sea King","DEU N"
"3facc1","a-f-A-M-H-U-M","89+65","Sea King","DEU N"
"3facc2","a-f-A-M-H-U-M","89+66","Sea King","DEU N"
"3facc3","a-f-A-M-H-U-M","89+67","Sea King","DEU N"
"3facc4","a-f-A-M-H-U-M","89+68","Sea King","DEU N"
"3facc5","a-f-A-M-H-U-M","89+69","Sea King","DEU N"
"3facc6","a-f-A-M-H-U-M","89+70","Sea King","DEU N"
"3facc7","a-f-A-M-H-U-M","89+71","Sea King","DEU N"
"3FACFE","a-f-A-M-H-C-M","78+39","NH-90","DEU A"
"3FAD9D","a-f-A-M-H-U-L","77+06","EC145","DEU A"
"3FAE68","a-f-A-M-F-F","31+29","EF-2000","DEU AF"
"3FAFB6","a-f-A-M-H-C-M","79+35","NH-90","DEU A"
"3FB0E6","a-f-A-M-H-A","74+52","EC665","DEU A"
"3fb101","a-f-M-F-Q-R","99+01","RQ-4B","DEU AF"
"3fb103","a-f-A-M-F-F","98+03","EF-2000","DEU AF"
"3fb107","a-f-A-M-F-F","98+07","EF-2000","DEU AF"
"3fb10c","a-f-A-M-H-A","74+02","EC665","DEU A"
"3fb138","a-f-A-M-F-F","46+38","Tornado ECR","DEU AF"
"3FB13B","a-f-A-M-F-F","98+79","Tornado","DEU AF"
"3fb13b","a-f-A-M-F-F","98+59","Tornado IDS","DEU AF"
"3fb13c","a-f-A-M-F-F","98+60","Tornado IDS","DEU AF"
"3fb14f","a-f-A-M-F-F","98+79","Tornado ECR","DEU AF"
"3FB159","a-f-A-M-F-F","98+77","Tornado","DEU AF"
"3fb159","a-f-A-M-F-F","98+77","Tornado ECR","DEU AF"
"3fb15a","a-f-A-M-H-C-M","98+90","NH-90","Eurocopter"
"3FB179","a-f-A-M-H-C-M","79+34","NH-90","DEU A"
"3fb1d1","a-f-A-M-F-C-H","50+51","C-160D","DEU AF"
"3FB245","a-f-A-M-H-U-M","89+70","Sea King","DEU N"
"3FB27B","a-f-A-M-H-U-M","83+11","Lynx","DEU N"
"3FB27E","a-f-A-M-H-A","74+54","EC665","DEU A"
"3FB2B2","a-f-A-M-H-A","74+57","EC665","DEU A"
"3FB2CE","a-f-A-M-F-F","31+26","EF-2000","DEU AF"
"3fb2cf","a-f-A-M-F-F","46+54","Tornado ECR","DEU AF"
"3FB309","a-f-A-M-H-U-M","83+02","Lynx","DEU N"
"3FB316","a-f-A-M-H-C-M","78+37","NH-90","DEU A"
"3FB34D","a-f-A-M-H-U-M","83+15","Lynx","DEU N"
"3fb379","a-f-A-M-F-F","44+64","Tornado IDS","DEU AF"
"3FB37B","a-f-A-M-H-A","74+64","EC665","DEU A"
"3FB3A4","a-f-A-M-H-C-M","79+55","NH-90","DEU A"
"3FB4AA","a-f-A-M-H-A","74+43","EC665","DEU A"
"3fb51b","a-f-A-M-F-F","30+88","EF-2000","DEU AF"
"3FB65B","a-f-A-M-H-C-M","79+31","NH-90","DEU A"
"3FB797","a-f-A-M-H-A","74+68","EC665","DEU A"
"3fb853","a-f-A-M-F-C-H","50+36","C-160D","DEU AF"
"3FB88A","a-f-A-M-H-C-M","78+31","NH-90","DEU A"
"3FB9B7","a-f-A-M-H-U-M","83+04","Lynx","DEU N"
"3FBA06","a-f-A-M-H-C-M","78+34","NH-90","DEU A"
"3FBA74","a-f-A-M-H-U-M","83+22","Lynx","DEU N"
"3fbaf9","a-f-A-M-F-F","46+35","Tornado ECR","DEU AF"
"3FBBA9","a-f-A-M-H-C-M","79+37","NH-90","DEU A"
"3FBBC5","a-f-A-M-H-C-M","79+16","NH-90","DEU A"
"3fbc98","a-f-A-M-F-F","46+49","Tornado","DEU AF"
"3FBCC6","a-f-A-M-F-F","31+45","EF-2000","DEU AF"
"3fbd0f","a-f-A-M-F-F","44+33","Tornado IDS","DEU AF"
"3FBD82","a-f-A-M-H-C-M","79+56","NH-90","DEU A"
"3FBDC4","a-f-A-M-H-C-M","78+25","NH-90","DEU A"
"3fbdf7","a-f-A-M-F-F","30+29","EF-2000","DEU AF"
"3FBDFC","a-f-A-M-H-U-L","77+07","EC145","DEU A"
"3FBE24","a-f-A-M-H-C-M","79+12","NH-90","DEU A"
"3FBEBF","a-f-A-M-H-C-M","78+28","NH-90","DEU A"
"3FBEFC","a-f-A-M-H-C-M","78+38","NH-90","DEU A"
"3fbfa1","a-f-A-M-F-F","46+55","Tornado ECR","DEU AF"
"43eba9","a-f-A-M-H-U-L","76+04","EC645T2","DEU AF"
